2021,2022,2023,2024,predicted
1185,1218,1245,1263
2553,1925,1370,
2582,2691,2641,2463
5349,5222,5094,
1473,1554,1576,1679
2411,2466,2854,
767,653,729,784
385,881,760,
8085,7966,7461,7404
14636,13887,13865,
1399,1373,1476,1568
2402,3047,3148,
3572,3287,3116,3210
7334,6382,5845,
1808,1796,1877,2224
3351,3146,3020,
29,901,981,1056
970,1003,968,
2910,4318,2790,2742
7208,10266,8912,
1270,1048,694,942
3007,3668,,
2161,3053,2504,2369
4348,6524,6241,
586,1624,300,1784
276,1060,1063,1149
8711,9270,8664,8269
15681,14914,14158,
1447,1679,1332,1553
3408,2748,2947,
3773,4031,3852,3800
7606,7184,6681,
2267,2158,2210,2125
3322,3005,3272,
88,1154,1046,1146
776,,1490,
9848,11217,10473,10234
17144,17470,17355,
1499,1741,1587,1761
3354,,3336,
3827,4170,3988,4148
7916,7656,6544,
2198,2286,2049,2356
3073,3004,3330,
646,686,694,651
424,,960,
1519,1366,1534,1708
3260,3277,2465,
77,,21,71
50,,,
193,225,210,264
469,475,650,
679,623,516,750
1578,1098,1457,
429,332,335,338
1140,758,666,
260,127,205,207
287,,348,
3923,4127,3846,4055
9867,7522,6058,
651,809,687,842
1876,1261,1449,
2051,1904,2053,1930
5112,4443,4136,
1193,1144,1244,1354
1934,2223,2084,
544,652,530,534
807,,1147,
10950,11707,10907,11298
20952,15820,15607,
1972,1837,1864,1891
4144,,3807,
4910,4875,4645,4653
8094,8826,7704,
2614,2697,2706,2741
953,3634,3451,
455,1319,1323,1269
1111,,370,
6921,7223,6851,6344
15718,12243,12014,
1060,1348,1113,1217
3155,2745,2025,
3270,3215,3110,3075
6827,7249,6462,
1871,1800,1769,1725
2563,3148,2669,
871,895,824,780
450,,1391,
3696,3702,3313,4346
8950,8195,8090,
127,,,
563,492,532,611
1342,1253,1075,
1362,1406,1551,1661
3631,3447,3153,
839,705,891,1012
1755,1287,1520,
457,455,499,575
11673,12874,11674,12519
20669,20164,18756,
1674,2099,1797,1940
3592,3023,3075,
4549,4722,4498,4836
8224,8166,7797,
2500,2592,2521,2592
709,3358,3710,
240,1195,1156,1245
782,1418,1554,
12677,13741,13078,14579
21896,21802,20612,
1827,2170,1991,2127
3627,3231,3333,
4460,4715,4641,5194
8175,8109,7666,
21,,,
2351,2365,2488,2648
716,3394,3776,
849,941,951,1110
660,1317,1532,
2732,2685,2612,3144
7119,6130,5865,
150,121,107,36
379,415,378,445
1037,1020,1079,
971,1007,1111,1135
2647,2784,2391,
51,50,45,100
606,630,593,681
1449,1366,1207,
335,324,315,404
482,462,654,
6621,7028,6440,6873
12521,12123,12614,
973,1125,917,1132
2259,2038,2055,
2605,2386,2431,2695
5560,5616,5057,
1611,1574,1504,1689
2783,2478,2085,
816,779,682,876
876,1208,1171,
10128,12318,11289,12031
19520,22268,18898,
1858,2103,1928,2195
4919,4920,4947,5206
8929,8874,8292,
2708,2786,2712,2806
786,3458,4031,
520,1355,1241,1482
4794,5785,,
9591,10027,,
722,895,,
2113,1778,,
2116,2152,,
5042,5503,,
1311,1501,,
2268,1894,,
640,668,,
411,1126,,
9779,10861,10086,10647
19425,19143,18585,
1376,1754,1489,1700
3215,3116,3421,
3697,3858,3853,4099
7865,7886,7462,
1993,2108,2155,2380
215,3290,3328,
991,1028,995,1114
769,1532,1516,
14216,14895,14246,15323
24638,23213,21398,
2046,2226,2187,2216
3781,3889,3982,
5243,5285,5254,5706
2861,2793,2896,3071
1539,3520,3985,
522,1336,1248,1324
15122,17464,16703,19885
28586,24098,20831,
2450,2804,2574,2926
6033,5783,6248,6973
252,3162,3182,3792
1922,2808,3126,
1321,1382,156,315
1039,719,,
7326,7855,7945,7286
13746,13326,13460,
1355,1443,1334,1398
3070,2689,2800,
3509,3393,3579,3549
7564,7360,7030,
1962,1949,2103,2148
865,2961,3767,
400,1168,1180,1229
939,1285,50,
4724,5075,4840,4689
10177,10128,9652,
794,939,855,836
2184,1779,2223,
2260,2307,2298,2386
5411,5335,4966,
1368,1338,1392,1264
2284,2023,2292,
660,883,750,748
272,1080,1183,
10486,12342,11186,11647
18104,19536,17885,
1681,1961,1741,1840
3874,3786,3379,
4773,4884,4861,4818
8107,8708,8298,
2780,2463,2720,2581
1542,3445,3497,
370,1228,1058,1137
6418,6853,6777,6293
13465,13274,12737,
180,,78,338
998,1198,1188,1154
2585,2278,2479,
2646,2811,2826,2899
5747,6037,5662,
1351,1378,1526,1478
2512,2517,2456,
363,375,422,457
636,801,1136,
414,413,396,481
1205,1463,1165,
25,26,25,18
160,80,141,
80,75,70,90
278,186,164,
196,213,194,236
651,611,643,
10,11,10,8
111,123,99,144
540,454,312,
6,4,4,10
62,60,61,75
245,183,204,
6308,6382,5434,5312
10352,11071,12832,
1197,1173,986,931
2928,2283,1938,
3507,3227,3269,2552
6151,7103,6733,
2943,2088,1798,1879
3235,2590,3756,
813,1141,954,1009
1172,,,
2074,2135,1965,2033
5266,5031,4812,
125,167,165,148
338,378,346,385
913,790,867,
24,14,19,15
938,982,983,1012
2987,2559,2039,
40,32,61,84
562,551,621,560
1434,1067,1436,
308,340,281,298
432,492,663,
1421,1443,1382,1424
3389,3142,2933,
93,76,71,69
207,,,
244,245,252,265
737,610,392,
656,600,615,732
1728,1517,1456,
39,27,28,29
301,372,370,398
1020,802,740,
233,197,163,217
264,373,421,
4541,4901,4179,3951
11078,11938,10396,
901,1062,1032,1208
2468,2073,2585,
2366,2648,2308,2690
6916,6622,5463,
1452,1764,1650,1642
2774,2755,2623,
964,894,1049,1118
718,,,
9941,11246,9925,9977
17792,17890,15769,
1647,1587,1542,1530
3908,3396,3708,
4552,4406,4508,4209
8720,8645,7849,
2679,2569,2493,2491
3277,3374,3941,
711,1432,1333,1332
1259,304,245,
8928,9913,9509,9210
16960,20799,17521,
1556,1561,1517,1496
3425,3345,3413,
4115,4177,4045,3834
8290,8384,7356,
2534,2453,2457,2505
1990,3377,3108,
805,1457,1298,1371
1251,192,174,
1589,1680,1519,1512
4633,4106,4332,
245,274,279,270
623,647,636,
847,902,919,857
2807,2534,2190,
730,731,649,611
1667,1526,1306,
337,320,316,338
905,961,891,
3759,4189,3570,3672
9417,9783,8939,
105,97,,366
570,729,593,686
1922,1790,2077,
1591,1776,1781,1784
5002,4824,4525,
877,950,973,1010
2443,2281,2286,
495,548,521,515
1012,1158,950,
6950,7246,7209,7051
14280,13613,13132,
1272,1244,1288,1290
2951,2575,2798,
3218,3187,3249,3349
7612,6725,6286,
1847,1780,1944,2001
1045,2830,3370,
972,953,986,958
460,1505,1400,
7699,8679,8420,9079
9605,14469,14082,
1624,1857,1571,1619
3819,3870,3080,
4302,4520,4422,4243
8549,8603,7899,
2550,2529,2109,2327
3116,3505,2578,
599,1454,1220,1426
5608,5786,5582,5365
13222,12679,11690,
924,1203,961,1048
2780,2750,2392,
2768,2922,2943,2936
5942,6454,6210,
1658,1742,1739,1749
685,2823,3047,
969,898,1053,904
1033,1202,1467,
9702,10413,10032,10097
17282,17949,14708,
1361,1844,1719,1631
4254,4254,3897,4203
7740,7302,6760,
2155,2260,2257,2227
2978,2889,3138,
960,1071,1127,1238
10426,11890,10849,11365
20906,19290,19193,
1672,1851,1683,1949
3426,3216,3419,
3960,4427,4185,4371
7668,7767,7250,
2068,2320,2148,2419
2784,3246,2919,
717,791,835,744
906,966,1559,
1876,1883,1763,2379
5015,4951,4085,
123,95,69,136
259,333,302,291
1275,857,965,
3,26,13,43
993,1089,874,1084
2717,2419,2182,
500,467,534,548
1446,1363,1064,
296,271,294,419
327,446,857,
5136,5529,5045,5528
11573,10781,9606,
877,1082,953,925
2446,1721,1642,
2349,2506,2396,2590
5704,5707,4712,
1514,1444,1581,1593
2245,2377,2304,
757,753,667,764
406,874,1137,
2740,3199,2926,3518
6728,5982,7086,
168,,143,
502,463,538,552
1284,1424,1549,1724
4157,3323,3132,
812,738,908,930
1856,1439,1595,
470,489,592,620
938,1005,1069,
8012,8199,8344,8636
16926,16694,15431,
1316,1575,1310,1494
2640,2840,2975,
3440,3697,3575,3810
7983,7182,7176,
1875,1933,1886,2128
3097,3191,3530,
886,988,909,935
723,1363,1480,
12187,13034,11813,13009
21497,20128,19293,
1819,2107,1996,2208
5006,5084,4858,4968
9024,8766,8324,
2338,2549,2818,2662
48,3344,3649,
465,1270,1304,1366
1133,173,308,
19015,19296,23178,22390
28872,27425,24626,
2639,3181,3772,3467
6288,6554,8755,8177
527,3316,3785,4321
2339,4348,4128,
1680,1441,737,764
13323,13885,13556,12761
21126,21747,18004,
2002,2254,2193,2090
5291,5248,5330,5680
3016,2802,2897,2954
1600,3708,3569,
696,1351,1368,1465
11785,13157,12681,14001
20345,21195,17518,
2064,2222,2163,2081
5343,4876,4971,5361
2897,2858,2826,3125
2314,3847,3961,
848,1394,1379,1461
12412,13109,12244,12154
21712,21128,18681,
1987,2119,1909,2044
3837,3509,3158,
4842,4837,4737,4895
9040,9198,7617,
2966,2893,2872,2976
2157,3795,4256,
690,1376,1273,1430
919,1554,176,
13537,15213,13538,13931
25224,23106,21216,
2077,2357,2122,2254
5357,5353,5289,5501
3011,2863,2876,3020
2485,3991,4456,
853,1485,1380,1456
7791,8343,8109,7757
15176,14690,13544,
1192,1389,1290,1314
3014,2561,2498,
3070,3382,3385,3404
7028,6701,5925,
1807,1982,1891,2078
454,2765,3095,
24,1000,997,973
712,1402,1340,
8775,9867,9256,9339
18136,16006,15951,
125,,,
1276,1529,1530,1426
3090,2984,2586,
3331,3538,3650,3819
7510,7480,6503,
1773,1917,1961,2064
3350,2811,3229,
589,670,691,633
868,1096,1244,
9618,11085,10405,10583
18350,18095,16845,
1333,1572,1600,1683
3754,3402,3142,
3626,3643,4054,4123
7904,7823,7178,
2033,2009,2023,2144
1242,3159,3280,
687,842,842,800
873,897,1010,1071
2030,2309,2275,
32,51,51,40
120,125,126,187
440,300,329,
362,389,359,524
1242,777,947,
13,13,21,14
220,218,255,262
874,568,513,
4,,9,19
126,121,107,163
395,228,275,
1002,1318,1336,1510
3590,2983,2749,
128,166,151,247
541,544,458,
564,591,536,727
1878,1440,1424,
48,36,27,45
256,279,285,340
1362,928,663,
216,161,279,279
396,353,544,
3446,3706,3358,3608
7926,7103,6771,
83,51,231,256
514,575,503,604
1570,1185,1073,
1474,1538,1488,1544
3856,3972,3239,
68,,105,149
854,945,931,916
2222,2017,1913,
459,521,477,497
723,796,970,
4830,5408,4366,4619
8375,7867,10123,
584,699,575,675
1910,1685,1729,
1811,1798,1822,1896
5108,5231,4365,
1180,1094,1173,1350
2748,2239,2217,
500,535,526,468
1021,1056,1087,
2594,3128,2762,2826
6852,6289,5792,
24,2,167,163
17,,,
441,453,443,492
1110,948,1004,
1197,1274,1290,1351
3348,3481,2863,
729,807,791,808
2196,1774,1664,
488,461,411,421
745,840,955,
8150,8711,7970,7764
14495,15957,12213,
1528,1593,1544,1777
3140,3024,3176,
3589,3981,4025,3874
7907,7256,8103,
2463,2415,2538,2255
2859,3706,3895,
579,1167,1200,1271
12418,13456,13306,12317
21022,22135,21325,
2062,2343,2046,2300
5012,5137,5152,5474
8963,,8863,
2973,2859,2870,3046
2229,3579,4439,
802,1502,1394,1476
11829,13359,12234,12524
20289,20893,19161,
1897,1920,2022,1889
3930,3817,3665,
4940,5077,4922,5324
2787,2696,2676,2797
2279,3878,4199,
498,1321,1271,1448
1973,2369,2014,2154
5510,4314,5557,
141,13,136,121
281,349,316,346
942,868,768,
25,,,
987,1080,1163,1028
3256,2976,2729,
733,759,687,672
1928,1212,930,
358,566,412,385
746,701,710,
6557,7083,6437,6596
13877,13852,13043,
886,1184,1059,1152
3058,2497,2351,
2422,2726,2669,2829
6266,6195,5880,
1510,1670,1471,1654
2819,2772,2747,
753,820,727,763
451,1259,1242,
7431,7912,7507,7497
13920,14576,13910,
1077,1414,1171,1248
3554,2623,2517,
2911,3057,3159,3138
7658,6905,6523,
1582,1673,1742,1790
873,927,787,1006
643,1375,1465,
9733,11057,10279,10740
18918,18033,16550,
1428,1725,1684,1714
3539,3335,3285,
3952,3969,4120,4494
8612,7882,6945,
2419,2380,2392,2477
1501,3334,3706,
337,1184,1245,1296
1241,4,60,
10656,12522,11482,11530
20246,20023,19046,
1852,1945,1915,1947
4017,3511,3641,
4603,4542,4459,4945
8872,9152,8666,
2669,2472,2779,2744
1909,3616,4203,
558,1322,1306,1356
12356,12824,12132,12876
23990,22613,21163,
1900,2025,1943,2014
3829,3508,3666,
4800,4606,4880,4990
8319,9199,8404,
2759,2759,2790,2924
2300,3608,4343,
328,1234,1325,1300
915,194,337,
13361,14632,13581,14557
26211,23258,22304,
2018,2320,2097,2351
5159,5073,5205,5454
2918,2918,2969,3054
2417,3968,4500,
102,1274,1285,1140
934,137,406,
13788,14311,13099,13562
21890,21754,20076,
2065,2339,2018,2139
3871,3651,3533,
5220,5160,5283,5464
9027,9159,8517,
3022,2916,2956,3118
2374,3929,4024,
785,1492,1402,1449
1271,352,289,
14537,15463,13686,14463
23878,22526,22009,
2170,2267,2229,2363
5385,5366,5400,5622
3025,2854,2988,3141
2444,4016,4308,
854,1495,1405,1515
8954,10112,9185,9178
16945,15770,15098,
1537,1567,1504,1522
3256,3510,2965,
3869,3837,3990,4051
8299,7974,7470,
2373,2353,2366,2616
1063,3424,3853,
537,1237,1192,1318
1021,1428,1582,
5725,6144,5511,5363
11933,12319,11057,
904,1155,1024,1046
2274,2189,2384,
2525,2488,2510,2630
5683,5951,5272,
1524,1573,1524,1442
2937,2442,2472,
688,865,765,811
249,1248,991,
7832,8099,7828,6834
14925,14113,12913,
1030,1234,1248,1198
2311,2781,2599,
3302,3473,3364,3307
7464,6863,6569,
1896,1900,1862,1868
3203,3030,3005,
1007,862,881,993
797,1352,1135,
7545,7859,7399,7670
15895,15280,14541,
1075,1362,1286,1300
2662,2631,2530,
2965,3065,3126,3258
6883,6587,6256,
1548,1640,1656,1761
3107,2768,3087,
497,619,585,624
850,700,1169,
600,589,601,623
1648,1762,1718,
39,37,37,26
103,103,91,128
313,205,204,
8,,,6
282,298,262,364
983,772,757,
16,12,18,13
160,175,151,181
610,599,383,
14,,8,4
101,77,83,100
332,220,296,
954,951,974,995
2244,2168,1945,
81,,,
140,123,129,157
384,470,380,479
1135,999,1243,
247,318,262,293
1051,944,802,
148,137,100,160
1891,1711,1597,1658
4693,4250,4141,
14,84,106,92
276,275,271,347
839,670,484,
904,852,780,869
2548,2016,1674,
52,12,47,22
510,474,516,485
1229,1028,828,
295,260,201,282
509,478,455,
2221,2387,2056,2217
6041,5362,4865,
51,,156,157
354,430,379,412
915,679,935,
1055,1033,1006,1040
3242,2913,2222,
665,592,628,585
1402,1150,1298,
329,405,306,328
579,497,630,
5956,6192,5954,5686
14176,13622,12538,
1118,1251,1220,1287
2983,2550,2754,
3105,3284,3172,3222
7476,7143,6378,
1905,1922,1934,2061
622,3021,3319,
221,1101,1011,1216
870,1536,1489,
1089,1061,1076,1021
3390,2617,2330,
68,147,78,67
183,201,168,180
779,586,470,
16,,,
536,497,475,614
1555,1299,1249,
37,56,,49
417,444,348,393
923,899,882,
213,149,167,227
398,314,388,
4502,5088,4251,4523
12266,12511,10439,
174,,273,261
714,912,737,793
2539,2322,2070,
1946,2161,2066,2139
5858,5547,5058,
1092,1139,1143,1126
2594,2431,2431,
520,604,598,579
131,1064,1123,
5644,5172,5393,6516
10572,8990,9528,
151,148,127,124
175,,,
742,815,788,1018
1974,1863,,
2100,1967,2261,2470
4473,4029,3909,
1219,1183,1093,1021
2033,1658,1586,
641,542,444,612
5974,5744,5974,7570
10828,9505,11200,
723,899,878,1201
2283,2145,2513,2811
4527,4363,4251,
1285,1241,1383,1332
2157,,2404,
710,599,719,687
9725,11011,9408,10709
17279,16310,14747,
1358,1748,1522,1648
3063,2492,2900,
3855,4044,3654,3999
7249,6498,5890,
2219,2044,2027,2207
2292,2745,2651,
919,1021,953,1068
184,1152,1371,
12665,14425,12484,13137
20660,22181,20915,
1968,2111,1967,2017
3897,3670,3845,
4743,4913,4542,4803
8806,8825,7885,
2340,2449,2405,2609
765,3443,3902,
136,1116,1079,1230
729,1549,82,
14227,15714,14330,15812
24053,23260,21004,
2102,2294,2147,2408
4243,3556,3817,
5152,5379,5095,5565
8942,8607,7751,
2566,2589,2587,2845
507,2886,3253,
943,1051,1106,1153
577,1370,1518,
5227,4718,4531,6199
9373,7176,8432,
680,594,609,819
1831,1157,1205,
1987,1612,1695,2069
4057,3431,3104,
1196,1004,719,1097
1654,1509,1216,
593,444,379,564
957,350,932,
9435,9835,8986,9625
15441,13771,12903,
1508,1401,1293,1498
2804,2284,2065,
3384,3201,3499,3764
5952,4709,5444,
2228,1896,1901,2040
2357,2639,2569,
965,849,736,965
38,1246,1297,
12351,13278,11767,12540
22595,19521,17826,
1817,2044,1748,1897
3935,3194,3613,
4465,4439,4183,4625
8367,7956,6770,
2504,2252,2446,2440
630,3195,2927,
111,1040,1047,1187
341,1435,1528,
13557,14290,13812,14341
22682,20254,17315,
2127,2173,2090,2324
4067,3338,,
5168,5090,4802,5277
8206,7700,7473,
2646,2623,2637,2979
3009,2960,3313,
289,1206,1134,1291
409,1510,,
13843,15176,13974,15429
23140,22601,19608,
2086,2244,2051,2374
3593,3327,,
4935,5062,4886,5432
8310,8305,7192,
2529,2497,2554,2754
2564,2744,2681,
866,952,1104,994
358,1393,,
3441,4011,3445,5024
6899,5901,6016,
139,,,37
465,537,526,727
1033,1101,929,
1329,1432,1396,1727
2999,2575,2177,
934,834,757,1057
1320,1207,863,
517,399,307,492
748,431,882,
7657,8600,7780,8816
15271,14530,12516,
110,,197,
1135,1340,1169,1406
2381,2205,1930,
2967,3035,2952,3389
5486,4769,5034,
1791,1711,1849,1851
2050,2297,2114,
881,836,730,951
951,1118,1083,
10743,12187,10826,11509
20617,17981,15866,
1564,2000,1625,1758
3489,2941,2847,
4094,4214,3937,4295
7844,6981,6367,
2187,2175,2317,2558
450,2875,2422,
50,1039,977,1117
79,1372,1419,
14513,15208,14298,15048
24990,22779,21553,
2207,2165,2143,2376
4206,3846,3860,
5515,5259,4995,5802
2889,2650,2643,3043
1423,3449,3913,
399,1192,1232,1330
937,1488,131,
14700,15805,14583,15583
25309,23754,21815,
2168,2327,2260,2428
4305,3756,3769,
5429,5344,5150,5807
2633,2558,2518,3015
1241,3509,3863,
791,1037,1100,1073
743,111,1572,
5238,4602,4458,6310
10552,8009,9840,
43,18,,
845,763,886,945
2047,1154,1496,
2353,1865,2242,2341
5034,4265,4481,
1109,1031,965,1093
1970,1447,1690,
511,569,618,635
853,1217,,
9988,9858,9001,10005
18056,16411,14564,
1745,1552,1470,1745
3419,2720,3217,
4088,4197,3418,4237
6630,6417,6416,
2408,2117,2078,2208
3324,3042,3326,
1004,1026,1028,1155
739,1238,,
14983,,,
26294,,,
2227,,,
4308,,,
5612,,,
3043,,,
2115,,,
736,,,
1398,,,
12989,13048,11770,12483
24256,22278,20378,
2021,2085,1957,1967
4075,3818,3453,
4917,4903,4401,5048
8863,8905,7813,
2544,2398,2471,2650
365,3425,3643,
120,1128,1093,1236
875,199,1556,
96223,111124,54305,67216
65794,99644,61095,
19340,21278,14619,14091
228884,73949,53248,81089
106434,86844,45325,
15587,15376,9930,12966
12791,12060,10628,
47423,48939,35791,47967
49982,54373,39010,
7471,7364,5911,7839
9391,9205,7528,
15509,15242,13339,16245
21056,19949,15621,
8792,7401,6619,7723
6026,9337,7438,
3392,3153,2610,2875
3514,,,
61721,73857,49375,56585
53918,50198,43274,
13731,13116,10189,11340
13726,12563,13665,
75007,57562,43156,64555
48813,64476,30597,
12024,10976,8730,10304
8259,12773,6476,
36008,41703,34273,37272
42127,44299,35664,
5822,6291,5424,5981
7734,7556,7095,
12133,13237,11424,12648
17737,18695,14464,
7533,6472,5627,6743
8231,8596,3887,
2848,2367,1886,2493
3225,3898,3037,
53253,76829,50642,66693
63800,101911,57205,
15510,15594,10609,12304
14760,16656,15239,
93012,48988,44463,62329
54452,77648,44879,
11046,11032,8866,11809
9605,9271,8415,
5107,,10834,22842
38735,43842,36145,44274
49431,51966,42924,
6013,6514,5926,7181
8752,8634,7151,
11629,13519,11805,14293
19732,19527,16557,
5608,5882,5606,6228
1521,1426,1568,1307
2495,,2514,
12737,13287,14058,16940
11337,22918,16727,
246,845,277,657
2389,2677,3288,4051
4577,3963,3237,
10985,10025,11211,12760
12316,26141,11241,
2414,3006,2960,4220
2117,3921,3956,
9007,4769,5970,6283
9924,2000,7108,
9117,10239,9890,10957
13461,15859,14551,
349,262,271,360
1316,1488,1459,1854
2236,2411,3097,
62,,63,
2948,3095,3447,3834
6282,6434,6285,
466,,,
2277,1292,1879,2109
3132,1463,2390,
69,,,
814,414,677,812
660,1484,1052,
27409,33865,27120,33719
27160,32901,26451,
5704,6731,5854,7109
33724,22968,25300,38019
36462,41767,22251,
7414,7125,5096,7741
6989,6933,6382,
22288,22643,18801,21545
28700,29305,27508,
1203,1286,,1193
3284,3422,2957,3474
4609,4523,4243,
7096,7144,6558,7231
12822,11847,10134,
4479,3680,3196,4170
5948,5718,,
1491,1181,1449,1355
20313,22388,21840,26835
25255,28820,23228,
3326,4541,5170,6149
5130,4484,5040,
25818,19585,20255,33738
26052,37707,19352,
5450,5638,3755,6638
5030,5249,4979,
19355,4913,15430,9295
14684,15861,13853,15270
21400,22034,21061,
440,613,448,941
1445,,,
2178,2405,2075,2412
3689,3495,3467,
89,,,152
5187,5220,4737,5653
9609,8659,9517,
383,264,231,
3324,2530,2630,3552
5128,3874,3783,
1316,853,1159,1167
88831,99013,54412,67982
76361,82743,59569,
18602,17210,13567,13177
156485,130478,50120,74512
90829,180796,61162,
17793,13388,9949,14319
18150,18478,9774,
45696,47051,38436,46905
57530,58505,46094,
7136,7234,6295,7763
9319,,8147,
14451,14373,13254,16102
21955,21292,18041,
8617,7271,6629,7383
10341,9998,8359,
3192,2812,2461,2929
3831,,3836,
17543,18657,19107,26077
20121,25287,22472,
868,2296,1546,
2905,3799,4030,5397
4647,6362,4358,
18097,16573,16694,20809
22945,29798,15357,
3749,3914,3369,6508
4271,6628,5390,
31558,11703,15028,19832
11138,11870,12294,14120
16346,17610,17371,
443,443,350,573
1551,1761,1869,2220
2608,2481,3186,
3594,3641,4076,4985
7262,7501,6883,
237,186,241,340
2571,2035,2463,3107
3486,3358,3573,
1102,711,1025,1173
46042,52773,39070,48219
40628,38293,37930,
9958,9430,7172,10288
95858,38255,38501,48231
58771,56198,29431,
15999,9439,8229,9775
13135,9867,7682,
33079,33012,27948,30740
39654,43125,34298,
5507,5176,4824,5542
7154,6843,6513,
10574,11427,9349,11353
19405,18016,15762,
7177,5503,5436,6410
10091,8611,8180,
3120,2416,2284,2869
40842,55635,42849,48460
64673,79275,52089,
10065,10032,7268,10528
14588,12999,8973,
46494,32289,37391,47293
50373,101991,44310,
9582,9069,8041,10075
11441,15494,7839,
5752,,,
29582,34280,27850,30878
41117,45828,37720,
1663,,1368,1513
4640,5214,4510,5067
6500,7202,6935,
9711,11590,9292,10702
18083,17053,15617,
5859,5203,4115,5733
8935,8330,8076,
2322,1976,1840,2293
2963,2918,3087,
101246,117715,67372,80933
92230,112661,71356,
20389,22316,15226,14966
18918,,16907,
278389,160583,60749,81118
158156,69747,62701,
19779,15450,10954,15261
16706,18541,13704,
27312,,,
50125,52827,42650,50863
59707,63338,47358,
7797,7834,7000,8679
9453,9634,8898,
15801,15950,14613,17382
23009,22346,19041,
8978,8058,7037,8911
8518,10168,8556,
3650,3197,2825,3462
4517,4137,3846,
3264,1389,1494,2524
1749,655,699,
371,439,196,751
4067,1118,1551,2298
3147,560,761,
1479,613,526,1669
773,452,119,
540,94,35,650
408,148,20,
818,732,514,926
572,422,392,
282,211,109,417
171,170,44,
522,448,301,700
506,420,292,
208,247,148,321
85,211,143,
104,115,45,192
96,30,59,
25704,29037,26460,27394
23478,27904,30082,
2473,1177,1642,1615
4228,4608,4324,4727
6001,4497,5959,
9086,9052,8796,9223
14196,16572,12375,
4545,4679,5168,5265
5650,6939,7331,
1947,1739,1470,1729
1413,1699,1551,
24715,25860,22184,25049
29144,31364,28381,
1517,1381,660,2039
3847,3864,3634,4344
6490,5556,4585,
8652,9656,8811,9283
13825,14212,13575,
980,532,632,905
5214,4866,4527,5396
6399,7232,5799,
2729,2276,2068,2399
2958,2997,2681,
25217,30422,29650,30509
34197,37806,36539,
1215,931,439,3096
4469,4819,4689,5361
7648,6271,5809,
8408,10638,9495,10919
13834,17884,14355,
3110,3853,3944,4735
3969,7119,4167,
424,623,545,261
631,291,1944,
27936,32584,27548,32608
41188,47829,38497,
1095,1545,578,958
4416,5656,4489,5733
6700,7845,6135,
132,,238,447
9592,10922,9915,11936
18112,16950,14650,
4120,4019,4400,5549
6223,5983,5056,
795,1369,1601,1480
1390,2324,2187,
3816,5610,5659,5435
8241,7498,7130,
215,41,198,68
655,869,791,957
1563,1577,1028,
111,21,131,117
2212,1758,2045,2184
3003,2264,2840,
105,44,115,97
1124,824,1045,1182
2777,1599,2084,
410,327,220,203
425,883,867,
3142,4631,4490,4711
5129,6099,6208,
91,115,98,179
163,241,381,
538,738,725,736
1289,1371,1242,
1485,1514,1647,1781
3121,4081,3613,
85,63,53,121
1022,757,892,1015
1113,738,1493,
78,28,19,30
290,223,272,433
335,431,280,
12749,16885,14294,14001
17741,22482,19387,
241,2390,,
2036,2626,2312,2322
2769,3611,3401,
4400,5587,5032,5155
8681,11404,8959,
641,488,910,181
2500,2787,2493,2981
3401,4233,2984,
496,618,552,674
949,183,1146,
14500,16172,13304,13170
21717,20183,19608,
588,738,504,787
2144,2469,2052,2190
3306,3208,3836,
5345,5275,5197,5425
9975,10729,8141,
438,407,250,400
3145,2704,2684,3053
4081,5148,4377,
1162,1146,1102,1125
1339,1711,1869,
8538,10555,9269,10321
11395,16838,13428,
562,1149,,
1132,1611,1389,1700
2173,2898,2101,
3322,3645,3333,3768
5076,5664,7320,
245,218,313,331
2357,2137,2087,2472
3087,2086,2253,
789,554,551,546
943,679,1945,
9726,9470,8957,8437
12824,13954,13942,
945,1103,686,
1409,1452,1415,1578
1756,2209,2200,
57,46,74,75
3567,3325,3438,3879
6321,6053,5719,
164,84,177,270
2368,1738,1951,2297
2649,2396,2692,
772,462,818,925
976,1000,1284,
19747,22831,19294,20618
29164,35687,32612,
1245,281,1402,999
3323,3688,3149,3472
6916,6427,5654,
6719,7533,6968,7466
14591,15555,11419,
3538,3276,3437,4206
6103,7485,4359,
1057,1283,1017,1105
1137,1780,2025,
19453,21909,18856,20436
30951,34957,28845,
901,1153,854,1308
2943,3416,3018,3611
5060,5391,5414,
217,207,205,259
7207,7877,7043,8361
15569,14693,13019,
4405,4240,3862,4770
5944,7419,6044,
1238,1352,1658,1756
2893,2257,2310,
39044,41069,32268,36368
43413,46153,39589,
6442,6574,5494,5993
7824,7832,6866,
11843,14598,11385,13199
17615,21253,14657,
7802,6897,6074,6530
9051,6962,,
2462,3062,1698,1938
3447,4417,2438,
37506,38962,34930,36965
54742,46000,38174,
1225,1556,2247,2574
5976,5977,5595,6267
9146,8264,7777,
12070,13489,11361,13480
19972,19947,16423,
6619,6348,5952,6813
8517,9120,7638,
3006,2641,2302,2607
3642,3520,3137,
2853,2420,1720,2945
1604,1003,999,
596,589,282,949
453,467,238,
2964,3013,1425,2919
1018,2958,823,
503,443,674,1024
354,197,198,
388,476,261,437
287,139,467,
971,941,639,1469
745,762,571,
213,302,134,616
201,242,91,
501,547,338,863
430,486,283,
253,289,181,414
254,277,154,
117,162,92,211
93,172,75,
35283,42115,34898,38413
39320,39278,37537,
5900,6652,5698,6432
6195,8616,5914,
13570,15584,12490,13782
15586,20388,15289,
